TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
2292000000.0	8466273.1	3518162.5	34132280.5
2293000000.0	8466287.7	3518164.9	34132538.3
2294000000.0	8466302.2	3518167.3	34132795.8
2295000000.0	8466316.8	3518169.7	34133053.1
2296000000.0	8466331.3	3518172.0	34133310.1
2297000000.0	8466345.9	3518174.4	34133567.0
2298000000.0	8466360.4	3518176.8	34133823.6
2299000000.0	8466374.9	3518179.2	34134080.0
2300000000.0	8466389.4	3518181.6	34134336.2
2301000000.0	8466403.8	3518184.0	34134592.2
2302000000.0	8466418.3	3518186.3	34134848.0
2303000000.0	8466432.7	3518188.7	34135103.5
2304000000.0	8466447.2	3518191.1	34135358.8
2305000000.0	8466461.6	3518193.4	34135613.9
2306000000.0	8466476.0	3518195.8	34135868.8
2307000000.0	8466490.4	3518198.2	34136123.5
2308000000.0	8466504.8	3518200.5	34136377.9
2309000000.0	8466519.2	3518202.9	34136632.1
2310000000.0	8466533.6	3518205.3	34136886.1
2311000000.0	8466547.9	3518207.6	34137139.9
2312000000.0	8466562.3	3518210.0	34137393.5
2313000000.0	8466576.6	3518212.3	34137646.9
2314000000.0	8466590.9	3518214.7	34137900.1
2315000000.0	8466605.2	3518217.0	34138153.0
2316000000.0	8466619.5	3518219.4	34138405.7
2317000000.0	8466633.8	3518221.7	34138658.2
2318000000.0	8466648.0	3518224.1	34138910.5
2319000000.0	8466662.3	3518226.4	34139162.6
2320000000.0	8466676.5	3518228.7	34139414.5
2321000000.0	8466690.8	3518231.1	34139666.1
2322000000.0	8466705.0	3518233.4	34139917.6
2323000000.0	8466719.2	3518235.8	34140168.8
2324000000.0	8466733.4	3518238.1	34140419.8
2325000000.0	8466747.5	3518240.4	34140670.6
